"","Participant.Public.ID","happy","satisfied","excited","joyful","relaxed","stim","condition"
"32","32449",61,70,21,22,82,"Rocks 1.jpg","pic"
"33","31267",84,83,65,100,76,"Rainbow 2.jpg","pic"
"34","31267",100,73,73,58,100,"Clean 1.jpg","pic"
"35","31267",0,0,0,0,0,"Toilet 4.jpg","pic"
"36","31267",60,61,100,84,0,"Fireworks 6.jpg","pic"
"37","31267",0,0,0,0,3,"Destruction 2.jpg","pic"
"38","31267",0,0,0,0,0,"Flood 1.jpg","pic"
"39","31267",59,46,53,50,66,"Rocks 1.jpg","pic"
"40","31267",0,100,100,100,81,"Snow 1.jpg","pic"
"41","31267",100,96,84,100,100,"Beach 1.jpg","pic"
"42","31267",0,0,0,0,0,"Ferret 1.jpg","pic"
"43","31267",0,0,0,0,0,"Fire 10.jpg","pic"
"44","31267",45,64,19,64,33,"Heart 3.jpg","pic"
"45","31267",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"46","31267",0,2,0,0,0,"Dirt 1.jpg","pic"
"47","31267",64,70,71,54,27,"Lake 12.jpg","pic"
"48","31267",0,0,0,0,0,"Prison 2.jpg","pic"
"49","31522",6,8,8,4,6,"Fire 10.jpg","pic"
"50","31522",87,76,82,79,70,"Clean 1.jpg","pic"
"51","31522",54,82,84,89,73,"Beach 1.jpg","pic"
"52","31522",22,12,14,13,10,"Snow 1.jpg","pic"
"53","31522",0,0,0,0,0,"Destruction 2.jpg","pic"
"54","31522",0,0,0,0,0,"Heart 3.jpg","pic"
"55","31522",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"56","31522",0,0,0,0,0,"Ferret 1.jpg","pic"
"57","31522",67,23,26,83,0,"Rocks 1.jpg","pic"
"58","31522",7,41,93,76,16,"Lake 12.jpg","pic"
"59","31522",12,17,6,13,6,"Toilet 4.jpg","pic"
"60","31522",67,23,69,67,12,"Rainbow 2.jpg","pic"
"61","31522",19,7,9,9,7,"Flood 1.jpg","pic"
"62","31522",64,15,73,54,30,"Fireworks 6.jpg","pic"
"63","31522",5,3,9,6,6,"Dirt 1.jpg","pic"
"64","31522",0,0,0,0,0,"Prison 2.jpg","pic"
"65","29986",43,48,12,17,51,"Rocks 1.jpg","pic"
"66","29986",0,0,0,0,0,"Flood 1.jpg","pic"
"67","29986",14,21,0,0,72,"Snow 1.jpg","pic"
"68","29986",31,19,10,9,6,"Ferret 1.jpg","pic"
"69","29986",57,8,0,0,26,"Rainbow 2.jpg","pic"
"70","29986",0,0,0,0,0,"Toilet 4.jpg","pic"
"71","29986",12,21,6,0,57,"Fire 10.jpg","pic"
"72","29986",8,0,11,1,4,"Heart 3.jpg","pic"
"73","29986",0,0,0,0,0,"Destruction 2.jpg","pic"
"74","29986",0,0,0,0,0,"Prison 2.jpg","pic"
"75","29986",0,0,0,0,0,"Dirt 1.jpg","pic"
"76","29986",40,36,0,15,62,"Beach 1.jpg","pic"
"77","29986",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"78","29986",18,72,37,15,84,"Lake 12.jpg","pic"
"79","29986",26,6,23,16,0,"Fireworks 6.jpg","pic"
"80","29986",17,22,5,0,68,"Clean 1.jpg","pic"
"81","30388",32,0,0,0,52,"Clean 1.jpg","pic"
"82","30388",14,0,0,0,0,"Ferret 1.jpg","pic"
"83","30388",0,84,0,0,86,"Rainbow 2.jpg","pic"
"84","30388",0,78,0,0,88,"Snow 1.jpg","pic"
"85","30388",0,0,0,0,0,"Rocks 1.jpg","pic"
"86","30388",0,0,0,0,0,"Fire 10.jpg","pic"
"87","30388",0,0,0,0,0,"Flood 1.jpg","pic"
"88","30388",0,0,0,0,0,"Destruction 2.jpg","pic"
"89","30388",36,100,0,0,90,"Lake 12.jpg","pic"
"90","30388",0,0,0,0,0,"Prison 2.jpg","pic"
"91","30388",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"92","30388",0,0,0,0,0,"Heart 3.jpg","pic"
"93","30388",0,0,0,0,0,"Dirt 1.jpg","pic"
"94","30388",6,8,0,0,0,"Fireworks 6.jpg","pic"
"95","30388",30,60,0,20,90,"Beach 1.jpg","pic"
"96","30388",20,0,0,0,0,"Toilet 4.jpg","pic"
"97","31279",29,50,21,12,63,"Fire 10.jpg","pic"
"98","31279",97,100,98,100,99,"Lake 12.jpg","pic"
"99","31279",0,0,0,0,0,"Toilet 4.jpg","pic"
"100","31279",71,66,31,52,52,"Snow 1.jpg","pic"
"101","31279",100,99,100,100,100,"Beach 1.jpg","pic"
"102","31279",12,0,0,0,0,"Dirt 1.jpg","pic"
"103","31279",0,0,0,0,0,"Prison 2.jpg","pic"
"104","31279",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"105","31279",87,87,87,86,89,"Clean 1.jpg","pic"
"106","31279",12,0,0,0,3,"Destruction 2.jpg","pic"
"107","31279",89,83,65,89,46,"Heart 3.jpg","pic"
"108","31279",85,71,70,87,20,"Fireworks 6.jpg","pic"
"109","31279",0,0,0,0,0,"Flood 1.jpg","pic"
"110","31279",62,69,79,84,83,"Rocks 1.jpg","pic"
"111","31279",99,98,100,100,99,"Rainbow 2.jpg","pic"
"112","31279",83,16,0,58,25,"Ferret 1.jpg","pic"
"113","32551",1,2,1,1,3,"Destruction 2.jpg","pic"
"114","32551",62,22,65,69,68,"Beach 1.jpg","pic"
"115","32551",56,80,5,25,61,"Heart 3.jpg","pic"
"116","32551",2,2,3,1,2,"Prison 2.jpg","pic"
"117","32551",44,86,28,38,48,"Lake 12.jpg","pic"
"118","32551",46,32,35,53,45,"Rainbow 2.jpg","pic"
"119","32551",40,4,4,4,26,"Clean 1.jpg","pic"
"120","32551",64,29,49,50,23,"Snow 1.jpg","pic"
"121","32551",4,7,5,7,4,"Dirt 1.jpg","pic"
"122","32551",4,1,2,2,0,"Toilet 4.jpg","pic"
"123","32551",0,0,0,1,0,"Garbage dump 1.jpg","pic"
"124","32551",0,0,0,0,1,"Flood 1.jpg","pic"
"125","32551",1,1,1,1,0,"Ferret 1.jpg","pic"
"126","32551",38,23,66,53,9,"Fireworks 6.jpg","pic"
"127","32551",38,52,2,28,27,"Rocks 1.jpg","pic"
"128","32551",1,2,2,2,1,"Fire 10.jpg","pic"
"129","32569",0,0,0,0,0,"Heart 3.jpg","pic"
"130","32569",0,0,0,0,0,"Ferret 1.jpg","pic"
"131","32569",0,0,0,0,0,"Dirt 1.jpg","pic"
"132","32569",23,0,0,25,17,"Beach 1.jpg","pic"
"133","32569",34,30,55,53,0,"Fireworks 6.jpg","pic"
"134","32569",11,0,0,24,19,"Rainbow 2.jpg","pic"
"135","32569",0,0,0,0,0,"Flood 1.jpg","pic"
"136","32569",0,0,0,0,0,"Toilet 4.jpg","pic"
"137","32569",19,34,0,10,24,"Lake 12.jpg","pic"
"138","32569",0,0,0,0,0,"Prison 2.jpg","pic"
"139","32569",0,0,0,0,0,"Fire 10.jpg","pic"
"140","32569",0,0,0,0,0,"Rocks 1.jpg","pic"
"141","32569",0,0,0,0,0,"Snow 1.jpg","pic"
"142","32569",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"143","32569",0,0,0,0,0,"Destruction 2.jpg","pic"
"144","32569",9,13,0,9,15,"Clean 1.jpg","pic"
"145","32299",0,0,0,0,0,"Ferret 1.jpg","pic"
"146","32299",50,50,40,30,75,"Clean 1.jpg","pic"
"147","32299",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"148","32299",0,0,0,0,0,"Dirt 1.jpg","pic"
"149","32299",0,0,0,0,0,"Toilet 4.jpg","pic"
"150","32299",0,0,0,0,0,"Destruction 2.jpg","pic"
"151","32299",50,50,50,50,30,"Heart 3.jpg","pic"
"152","32299",50,30,30,30,30,"Rainbow 2.jpg","pic"
"153","32299",70,1,50,50,20,"Fireworks 6.jpg","pic"
"154","32299",60,60,50,60,50,"Rocks 1.jpg","pic"
"155","32299",0,0,0,0,0,"Fire 10.jpg","pic"
"156","32299",80,80,60,80,80,"Lake 12.jpg","pic"
"157","32299",50,75,75,75,30,"Snow 1.jpg","pic"
"158","32299",75,50,75,75,75,"Beach 1.jpg","pic"
"159","32299",0,0,0,0,0,"Flood 1.jpg","pic"
"160","32299",0,0,0,0,0,"Prison 2.jpg","pic"
"161","30766",0,0,0,0,0,"Toilet 4.jpg","pic"
"162","30766",100,50,0,50,50,"Beach 1.jpg","pic"
"163","30766",0,0,0,0,0,"Lake 12.jpg","pic"
"164","30766",10,45,0,30,12,"Snow 1.jpg","pic"
"165","30766",0,0,0,0,0,"Ferret 1.jpg","pic"
"166","30766",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"167","30766",0,0,0,0,0,"Dirt 1.jpg","pic"
"168","30766",0,0,0,0,0,"Flood 1.jpg","pic"
"169","30766",45,100,0,30,75,"Heart 3.jpg","pic"
"170","30766",100,100,100,80,20,"Fireworks 6.jpg","pic"
"171","30766",0,0,0,0,0,"Clean 1.jpg","pic"
"172","30766",100,85,15,0,50,"Rainbow 2.jpg","pic"
"173","30766",0,0,0,0,5,"Prison 2.jpg","pic"
"174","30766",0,0,0,0,0,"Destruction 2.jpg","pic"
"175","30766",0,0,0,0,0,"Fire 10.jpg","pic"
"176","30766",0,50,0,0,20,"Rocks 1.jpg","pic"
"177","30916",7,7,9,14,12,"Flood 1.jpg","pic"
"178","30916",47,36,31,67,24,"Heart 3.jpg","pic"
"179","30916",69,81,78,85,39,"Lake 12.jpg","pic"
"180","30916",52,70,34,39,9,"Rocks 1.jpg","pic"
"181","30916",10,1,5,0,1,"Garbage dump 1.jpg","pic"
"182","30916",58,56,80,73,79,"Beach 1.jpg","pic"
"183","30916",10,22,5,5,14,"Prison 2.jpg","pic"
"184","30916",77,81,80,54,44,"Rainbow 2.jpg","pic"
"185","30916",3,10,2,1,1,"Toilet 4.jpg","pic"
"186","30916",0,2,1,0,1,"Destruction 2.jpg","pic"
"187","30916",0,0,0,0,0,"Dirt 1.jpg","pic"
"188","30916",0,0,0,0,0,"Fire 10.jpg","pic"
"189","30916",79,32,67,69,12,"Fireworks 6.jpg","pic"
"190","30916",36,20,30,23,77,"Clean 1.jpg","pic"
"191","30916",0,37,0,0,22,"Snow 1.jpg","pic"
"192","30916",7,10,28,30,10,"Ferret 1.jpg","pic"
"193","31711",4,0,7,1,5,"Toilet 4.jpg","pic"
"194","31711",74,47,95,66,86,"Fireworks 6.jpg","pic"
"195","31711",0,0,2,0,2,"Ferret 1.jpg","pic"
"196","31711",53,65,64,68,77,"Beach 1.jpg","pic"
"197","31711",41,52,79,75,64,"Snow 1.jpg","pic"
"198","31711",32,22,19,26,38,"Clean 1.jpg","pic"
"199","31711",5,19,26,27,25,"Rocks 1.jpg","pic"
"200","31711",78,56,73,64,83,"Lake 12.jpg","pic"
"201","31711",3,1,1,2,5,"Destruction 2.jpg","pic"
"202","31711",1,4,1,1,0,"Flood 1.jpg","pic"
"203","31711",15,3,5,4,11,"Garbage dump 1.jpg","pic"
"204","31711",4,22,13,26,13,"Fire 10.jpg","pic"
"205","31711",46,50,36,55,23,"Heart 3.jpg","pic"
"206","31711",5,3,3,2,4,"Prison 2.jpg","pic"
"207","31711",50,49,47,59,62,"Rainbow 2.jpg","pic"
"208","31711",5,3,4,2,1,"Dirt 1.jpg","pic"
"209","30475",0,10,0,0,20,"Dirt 1.jpg","pic"
"210","30475",5,10,20,10,0,"Fireworks 6.jpg","pic"
"211","30475",0,20,0,5,30,"Beach 1.jpg","pic"
"212","30475",0,0,0,0,0,"Fire 10.jpg","pic"
"213","30475",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"214","30475",0,0,0,0,5,"Rocks 1.jpg","pic"
"215","30475",0,0,0,0,0,"Destruction 2.jpg","pic"
"216","30475",0,0,0,0,0,"Prison 2.jpg","pic"
"217","30475",0,15,0,5,15,"Rainbow 2.jpg","pic"
"218","30475",5,5,0,5,10,"Heart 3.jpg","pic"
"219","30475",0,10,0,0,20,"Clean 1.jpg","pic"
"220","30475",0,0,0,0,0,"Flood 1.jpg","pic"
"221","30475",0,0,0,0,0,"Ferret 1.jpg","pic"
"222","30475",0,0,0,0,0,"Toilet 4.jpg","pic"
"223","30475",15,40,10,10,30,"Snow 1.jpg","pic"
"224","30475",0,10,5,15,20,"Lake 12.jpg","pic"
"225","30880",25,54,26,12,57,"Clean 1.jpg","pic"
"226","30880",0,0,0,0,0,"Destruction 2.jpg","pic"
"227","30880",44,37,64,53,10,"Snow 1.jpg","pic"
"228","30880",47,38,58,75,0,"Fireworks 6.jpg","pic"
"229","30880",39,19,11,12,0,"Heart 3.jpg","pic"
"230","30880",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"231","30880",48,56,53,65,42,"Rainbow 2.jpg","pic"
"232","30880",76,78,57,83,94,"Beach 1.jpg","pic"
"233","30880",0,0,0,0,0,"Ferret 1.jpg","pic"
"234","30880",0,0,0,0,0,"Flood 1.jpg","pic"
"235","30880",0,0,0,0,0,"Fire 10.jpg","pic"
"236","30880",0,0,0,0,0,"Dirt 1.jpg","pic"
"237","30880",37,16,44,22,28,"Rocks 1.jpg","pic"
"238","30880",0,0,0,0,0,"Toilet 4.jpg","pic"
"239","30880",0,0,0,0,0,"Prison 2.jpg","pic"
"240","30880",90,76,72,69,68,"Lake 12.jpg","pic"
"241","32848",75,95,80,75,85,"Snow 1.jpg","pic"
"242","32848",10,0,4,6,4,"Dirt 1.jpg","pic"
"243","32848",61,65,49,68,77,"Rainbow 2.jpg","pic"
"244","32848",50,23,50,36,27,"Heart 3.jpg","pic"
"245","32848",9,0,4,0,2,"Prison 2.jpg","pic"
"246","32848",39,21,42,55,7,"Ferret 1.jpg","pic"
"247","32848",5,4,3,5,6,"Toilet 4.jpg","pic"
"248","32848",56,77,86,77,70,"Clean 1.jpg","pic"
"249","32848",3,1,1,1,0,"Fire 10.jpg","pic"
"250","32848",1,2,3,0,3,"Garbage dump 1.jpg","pic"
"251","32848",68,79,74,70,75,"Beach 1.jpg","pic"
"252","32848",75,55,76,76,30,"Fireworks 6.jpg","pic"
"253","32848",64,70,79,77,71,"Lake 12.jpg","pic"
"254","32848",2,0,0,0,16,"Flood 1.jpg","pic"
"255","32848",0,0,0,0,0,"Destruction 2.jpg","pic"
"256","32848",73,63,82,76,76,"Rocks 1.jpg","pic"
"257","31168",0,0,0,0,0,"Destruction 2.jpg","pic"
"258","31168",0,0,0,16,0,"Ferret 1.jpg","pic"
"259","31168",79,100,30,82,100,"Lake 12.jpg","pic"
"260","31168",23,59,0,13,81,"Dirt 1.jpg","pic"
"261","31168",0,0,0,0,0,"Toilet 4.jpg","pic"
"262","31168",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"263","31168",71,90,38,94,100,"Beach 1.jpg","pic"
"264","31168",16,86,29,52,83,"Rocks 1.jpg","pic"
"265","31168",0,0,0,0,0,"Prison 2.jpg","pic"
"266","31168",61,100,58,59,100,"Snow 1.jpg","pic"
"267","31168",0,0,0,0,25,"Fire 10.jpg","pic"
"268","31168",0,0,0,0,0,"Flood 1.jpg","pic"
"269","31168",32,89,22,44,60,"Clean 1.jpg","pic"
"270","31168",43,55,0,49,71,"Heart 3.jpg","pic"
"271","31168",55,35,47,68,0,"Fireworks 6.jpg","pic"
"272","31168",35,88,11,58,100,"Rainbow 2.jpg","pic"
"273","31669",24,14,36,57,36,"Flood 1.jpg","pic"
"274","31669",5,31,44,31,27,"Garbage dump 1.jpg","pic"
"275","31669",73,59,45,41,66,"Snow 1.jpg","pic"
"276","31669",16,28,25,23,29,"Fire 10.jpg","pic"
"277","31669",16,19,56,19,36,"Toilet 4.jpg","pic"
"278","31669",56,51,62,63,28,"Fireworks 6.jpg","pic"
"279","31669",19,21,57,45,12,"Prison 2.jpg","pic"
"280","31669",63,56,50,49,87,"Rocks 1.jpg","pic"
"281","31669",31,40,27,40,5,"Destruction 2.jpg","pic"
"282","31669",55,45,28,53,48,"Clean 1.jpg","pic"
"283","31669",32,9,30,6,15,"Ferret 1.jpg","pic"
"284","31669",56,51,66,23,73,"Lake 12.jpg","pic"
"285","31669",47,59,45,15,17,"Heart 3.jpg","pic"
"286","31669",65,56,54,59,48,"Beach 1.jpg","pic"
"287","31669",51,44,42,60,10,"Rainbow 2.jpg","pic"
"288","31669",48,23,11,13,11,"Dirt 1.jpg","pic"
"289","31981",66,44,44,42,58,"Fireworks 6.jpg","pic"
"290","31981",53,47,49,45,52,"Clean 1.jpg","pic"
"291","31981",59,35,62,60,67,"Dirt 1.jpg","pic"
"292","31981",52,61,91,69,92,"Lake 12.jpg","pic"
"293","31981",8,6,0,4,3,"Toilet 4.jpg","pic"
"294","31981",37,63,71,57,50,"Fire 10.jpg","pic"
"295","31981",60,45,40,54,31,"Rainbow 2.jpg","pic"
"296","31981",48,40,19,40,40,"Ferret 1.jpg","pic"
"297","31981",6,19,15,17,17,"Garbage dump 1.jpg","pic"
"298","31981",31,54,62,43,58,"Flood 1.jpg","pic"
"299","31981",30,43,43,41,39,"Beach 1.jpg","pic"
"300","31981",50,46,46,45,35,"Rocks 1.jpg","pic"
"301","31981",46,51,53,56,56,"Snow 1.jpg","pic"
"302","31981",52,48,48,49,46,"Destruction 2.jpg","pic"
"303","31981",41,71,80,67,66,"Prison 2.jpg","pic"
"304","31981",54,75,54,32,62,"Heart 3.jpg","pic"
"305","29974",2,2,1,2,49,"Lake 12.jpg","pic"
"306","29974",3,1,1,5,36,"Rocks 1.jpg","pic"
"307","29974",49,53,16,53,66,"Rainbow 2.jpg","pic"
"308","29974",60,80,77,47,74,"Fireworks 6.jpg","pic"
"309","29974",34,12,8,52,50,"Fire 10.jpg","pic"
"310","29974",47,0,0,0,0,"Heart 3.jpg","pic"
"311","29974",0,0,0,0,0,"Toilet 4.jpg","pic"
"312","29974",0,0,0,0,0,"Dirt 1.jpg","pic"
"313","29974",23,0,0,0,71,"Clean 1.jpg","pic"
"314","29974",0,0,0,0,0,"Ferret 1.jpg","pic"
"315","29974",0,0,0,0,0,"Prison 2.jpg","pic"
"316","29974",0,0,0,0,85,"Snow 1.jpg","pic"
"317","29974",29,79,54,72,72,"Beach 1.jpg","pic"
"318","29974",4,0,0,0,0,"Garbage dump 1.jpg","pic"
"319","29974",9,0,0,0,0,"Flood 1.jpg","pic"
"320","29974",0,0,0,0,0,"Destruction 2.jpg","pic"
"321","31723",0,0,0,0,0,"Prison 2.jpg","pic"
"322","31723",30,20,0,20,15,"Heart 3.jpg","pic"
"323","31723",30,60,35,35,35,"Lake 12.jpg","pic"
"324","31723",40,40,40,50,40,"Fireworks 6.jpg","pic"
"325","31723",0,5,0,5,25,"Dirt 1.jpg","pic"
"326","31723",30,50,15,35,25,"Rainbow 2.jpg","pic"
"327","31723",0,0,0,0,0,"Destruction 2.jpg","pic"
"328","31723",10,20,10,0,0,"Clean 1.jpg","pic"
"329","31723",0,0,0,0,0,"Flood 1.jpg","pic"
"330","31723",15,10,20,20,0,"Ferret 1.jpg","pic"
"331","31723",0,0,0,0,0,"Toilet 4.jpg","pic"
"332","31723",25,50,0,25,25,"Fire 10.jpg","pic"
"333","31723",25,15,0,25,25,"Rocks 1.jpg","pic"
"334","31723",40,35,30,25,30,"Beach 1.jpg","pic"
"335","31723",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"336","31723",35,60,40,35,40,"Snow 1.jpg","pic"
"337","30007",32,32,19,6,29,"Garbage dump 1.jpg","pic"
"338","30007",17,21,26,28,21,"Heart 3.jpg","pic"
"339","30007",7,14,7,14,4,"Ferret 1.jpg","pic"
"340","30007",11,6,14,12,21,"Prison 2.jpg","pic"
"341","30007",32,11,19,13,9,"Lake 12.jpg","pic"
"342","30007",26,10,32,28,37,"Clean 1.jpg","pic"
"343","30007",36,50,58,51,47,"Snow 1.jpg","pic"
"344","30007",12,18,16,13,12,"Rocks 1.jpg","pic"
"345","30007",17,19,17,33,20,"Fire 10.jpg","pic"
"346","30007",35,10,49,14,17,"Fireworks 6.jpg","pic"
"347","30007",6,5,4,4,6,"Flood 1.jpg","pic"
"348","30007",5,6,9,9,3,"Toilet 4.jpg","pic"
"349","30007",46,7,46,12,49,"Rainbow 2.jpg","pic"
"350","30007",43,9,68,56,64,"Beach 1.jpg","pic"
"351","30007",11,12,15,15,11,"Dirt 1.jpg","pic"
"352","30007",9,13,6,2,4,"Destruction 2.jpg","pic"
"353","32635",12,16,30,4,13,"Prison 2.jpg","pic"
"354","32635",47,21,0,39,22,"Garbage dump 1.jpg","pic"
"355","32635",22,11,17,1,16,"Ferret 1.jpg","pic"
"356","32635",96,86,92,85,68,"Fireworks 6.jpg","pic"
"357","32635",87,75,42,87,85,"Rainbow 2.jpg","pic"
"358","32635",85,40,34,75,100,"Lake 12.jpg","pic"
"359","32635",15,5,4,14,21,"Destruction 2.jpg","pic"
"360","32635",54,63,26,49,69,"Clean 1.jpg","pic"
"361","32635",77,57,15,53,84,"Snow 1.jpg","pic"
"362","32635",16,15,7,8,12,"Flood 1.jpg","pic"
"363","32635",58,35,30,64,50,"Rocks 1.jpg","pic"
"364","32635",33,10,27,30,38,"Fire 10.jpg","pic"
"365","32635",75,97,84,89,85,"Beach 1.jpg","pic"
"366","32635",8,10,9,15,21,"Dirt 1.jpg","pic"
"367","32635",16,4,13,7,18,"Toilet 4.jpg","pic"
"368","32635",76,61,53,45,85,"Heart 3.jpg","pic"
"369","30814",70,50,50,70,80,"Rainbow 2.jpg","pic"
"370","30814",70,60,50,50,60,"Snow 1.jpg","pic"
"371","30814",60,60,70,60,70,"Fireworks 6.jpg","pic"
"372","30814",10,20,0,10,50,"Fire 10.jpg","pic"
"373","30814",50,50,50,50,60,"Heart 3.jpg","pic"
"374","30814",50,50,50,50,50,"Dirt 1.jpg","pic"
"375","30814",15,10,20,10,15,"Ferret 1.jpg","pic"
"376","30814",0,0,30,0,30,"Flood 1.jpg","pic"
"377","30814",0,0,0,0,0,"Prison 2.jpg","pic"
"378","30814",50,0,50,0,50,"Clean 1.jpg","pic"
"379","30814",0,0,0,0,0,"Toilet 4.jpg","pic"
"380","30814",49,50,50,60,50,"Rocks 1.jpg","pic"
"381","30814",50,50,50,50,50,"Beach 1.jpg","pic"
"382","30814",0,0,0,0,0,"Destruction 2.jpg","pic"
"383","30814",51,30,50,40,50,"Lake 12.jpg","pic"
"384","30814",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"385","29887",0,0,0,0,0,"Toilet 4.jpg","pic"
"386","29887",0,0,0,0,0,"Flood 1.jpg","pic"
"387","29887",0,0,0,0,0,"Destruction 2.jpg","pic"
"388","29887",9,29,0,22,67,"Lake 12.jpg","pic"
"389","29887",0,0,0,0,0,"Rocks 1.jpg","pic"
"390","29887",0,0,0,0,0,"Ferret 1.jpg","pic"
"391","29887",0,26,0,0,35,"Snow 1.jpg","pic"
"392","29887",0,0,7,21,0,"Fireworks 6.jpg","pic"
"393","29887",55,0,0,16,79,"Heart 3.jpg","pic"
"394","29887",0,0,0,0,0,"Prison 2.jpg","pic"
"395","29887",0,0,0,0,60,"Clean 1.jpg","pic"
"396","29887",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"397","29887",78,35,0,29,88,"Rainbow 2.jpg","pic"
"398","29887",11,63,0,0,78,"Beach 1.jpg","pic"
"399","29887",0,0,0,0,0,"Dirt 1.jpg","pic"
"400","29887",0,0,0,0,0,"Fire 10.jpg","pic"
"401","29944",0,0,0,0,50,"Garbage dump 1.jpg","pic"
"402","29944",0,0,0,0,50,"Toilet 4.jpg","pic"
"403","29944",0,0,0,0,50,"Destruction 2.jpg","pic"
"404","29944",10,15,0,0,55,"Ferret 1.jpg","pic"
"405","29944",0,0,0,0,40,"Clean 1.jpg","pic"
"406","29944",50,50,0,0,50,"Heart 3.jpg","pic"
"407","29944",0,20,50,10,50,"Fireworks 6.jpg","pic"
"408","29944",50,50,0,0,70,"Lake 12.jpg","pic"
"409","29944",50,25,0,0,50,"Beach 1.jpg","pic"
"410","29944",0,65,0,0,60,"Snow 1.jpg","pic"
"411","29944",0,70,0,0,60,"Dirt 1.jpg","pic"
"412","29944",0,0,3,0,30,"Prison 2.jpg","pic"
"413","29944",10,35,0,0,60,"Rainbow 2.jpg","pic"
"414","29944",0,10,0,0,50,"Fire 10.jpg","pic"
"415","29944",0,5,0,0,45,"Rocks 1.jpg","pic"
"416","29944",0,0,0,0,20,"Flood 1.jpg","pic"
"417","31132",26,37,33,41,68,"Rocks 1.jpg","pic"
"418","31132",11,11,0,12,0,"Prison 2.jpg","pic"
"419","31132",3,5,4,5,0,"Ferret 1.jpg","pic"
"420","31132",91,82,93,90,10,"Fireworks 6.jpg","pic"
"421","31132",99,94,97,95,100,"Beach 1.jpg","pic"
"422","31132",94,93,92,95,93,"Snow 1.jpg","pic"
"423","31132",85,88,86,90,86,"Lake 12.jpg","pic"
"424","31132",89,93,92,95,91,"Rainbow 2.jpg","pic"
"425","31132",34,16,32,16,48,"Clean 1.jpg","pic"
"426","31132",49,59,66,61,68,"Garbage dump 1.jpg","pic"
"427","31132",75,87,83,90,84,"Destruction 2.jpg","pic"
"428","31132",63,46,57,75,57,"Fire 10.jpg","pic"
"429","31132",66,50,60,56,61,"Dirt 1.jpg","pic"
"430","31132",18,0,3,20,0,"Toilet 4.jpg","pic"
"431","31132",36,33,60,52,56,"Flood 1.jpg","pic"
"432","31132",77,66,57,86,28,"Heart 3.jpg","pic"
"433","30064",65,100,100,50,80,"Heart 3.jpg","pic"
"434","30064",22,27,10,10,12,"Destruction 2.jpg","pic"
"435","30064",100,100,100,100,100,"Lake 12.jpg","pic"
"436","30064",60,100,80,60,80,"Snow 1.jpg","pic"
"437","30064",0,0,0,0,0,"Toilet 4.jpg","pic"
"438","30064",100,100,100,100,100,"Rainbow 2.jpg","pic"
